"Sites","TaxCode","Abundance","TaxonName","Taxon","Anemo","Auto","Entomo","Annual","Biennial","Perennial","Seasonnal","LFP","MinHeight","MaxHeight","BFP","Succu_ORDINAL","Spiki_ORDINAL","Hairy_ORDINAL","Clay","Silt","Sand","K2O","Mg","Na100g","K","Elev","X","Y"
"1","sp1",0,"Arisarum vulgare","Arvu",0,0,1,0,0,1,0,1.79175946922805,-2.30258509299405,-0.916290731874155,1.5,0,0,0,0.73,0.24,0.03,1.3,9.2,4.2,1.2,6,365.8,181.2
"1","sp1",0,"Arisarum vulgare","Arvu",0,0,1,0,0,1,0,1.79175946922805,-2.30258509299405,-0.916290731874155,1.5,0,0,0,0.73,0.24,0.03,1.3,9.2,4.2,1.2,6,365.8,181.2
"1","sp1",0,"Arisarum vulgare","Arvu",0,0,1,0,0,1,0,1.79175946922805,-2.30258509299405,-0.916290731874155,1.5,0,0,0,0.73,0.24,0.03,1.3,9.2,4.2,1.2,6,365.8,181.2
"1","sp1",0,"Arisarum vulgare","Arvu",0,0,1,0,0,1,0,1.79175946922805,-2.30258509299405,-0.916290731874155,1.5,0,0,0,0.73,0.24,0.03,1.3,9.2,4.2,1.2,6,365.8,181.2
"1","sp1",0,"Arisarum vulgare","Arvu",0,0,1,0,0,1,0,1.79175946922805,-2.30258509299405,-0.916290731874155,1.5,0,0,0,0.73,0.24,0.03,1.3,9.2,4.2,1.2,6,365.8,181.2
"1","sp1",0,"Arisarum vulgare","Arvu",0,0,1,0,0,1,0,1.79175946922805,-2.30258509299405,-0.916290731874155,1.5,0,0,0,0.73,0.24,0.03,1.3,9.2,4.2,1.2,6,365.8,181.2
"1","sp1",0,"Arisarum vulgare","Arvu",0,0,1,0,0,1,0,1.79175946922805,-2.30258509299405,-0.916290731874155,1.5,0,0,0,0.73,0.24,0.03,1.3,9.2,4.2,1.2,6,365.8,181.2
"1","sp1",0,"Arisarum vulgare","Arvu",0,0,1,0,0,1,0,1.79175946922805,-2.30258509299405,-0.916290731874155,1.5,0,0,0,0.73,0.24,0.03,1.3,9.2,4.2,1.2,6,365.8,181.2
"1","sp1",0,"Arisarum vulgare","Arvu",0,0,1,0,0,1,0,1.79175946922805,-2.30258509299405,-0.916290731874155,1.5,0,0,0,0.73,0.24,0.03,1.3,9.2,4.2,1.2,6,365.8,181.2
"1","sp1",0,"Arisarum vulgare","Arvu",0,0,1,0,0,1,0,1.79175946922805,-2.30258509299405,-0.916290731874155,1.5,0,0,0,0.73,0.24,0.03,1.3,9.2,4.2,1.2,6,365.8,181.2
"1","sp1",0,"Arisarum vulgare","Arvu",0,0,1,0,0,1,0,1.79175946922805,-2.30258509299405,-0.916290731874155,1.5,0,0,0,0.73,0.24,0.03,1.3,9.2,4.2,1.2,6,365.8,181.2
"1","sp1",0,"Arisarum vulgare","Arvu",0,0,1,0,0,1,0,1.79175946922805,-2.30258509299405,-0.916290731874155,1.5,0,0,0,0.73,0.24,0.03,1.3,9.2,4.2,1.2,6,365.8,181.2
"1","sp1",0,"Arisarum vulgare","Arvu",0,0,1,0,0,1,0,1.79175946922805,-2.30258509299405,-0.916290731874155,1.5,0,0,0,0.73,0.24,0.03,1.3,9.2,4.2,1.2,6,365.8,181.2
"1","sp1",0,"Arisarum vulgare","Arvu",0,0,1,0,0,1,0,1.79175946922805,-2.30258509299405,-0.916290731874155,1.5,0,0,0,0.73,0.24,0.03,1.3,9.2,4.2,1.2,6,365.8,181.2
"1","sp1",0,"Arisarum vulgare","Arvu",0,0,1,0,0,1,0,1.79175946922805,-2.30258509299405,-0.916290731874155,1.5,0,0,0,0.73,0.24,0.03,1.3,9.2,4.2,1.2,6,365.8,181.2
"1","sp1",0,"Arisarum vulgare","Arvu",0,0,1,0,0,1,0,1.79175946922805,-2.30258509299405,-0.916290731874155,1.5,0,0,0,0.73,0.24,0.03,1.3,9.2,4.2,1.2,6,365.8,181.2
"1","sp1",0,"Arisarum vulgare","Arvu",0,0,1,0,0,1,0,1.79175946922805,-2.30258509299405,-0.916290731874155,1.5,0,0,0,0.73,0.24,0.03,1.3,9.2,4.2,1.2,6,365.8,181.2
"1","sp1",0,"Arisarum vulgare","Arvu",0,0,1,0,0,1,0,1.79175946922805,-2.30258509299405,-0.916290731874155,1.5,0,0,0,0.73,0.24,0.03,1.3,9.2,4.2,1.2,6,365.8,181.2
"1","sp1",0,"Arisarum vulgare","Arvu",0,0,1,0,0,1,0,1.79175946922805,-2.30258509299405,-0.916290731874155,1.5,0,0,0,0.73,0.24,0.03,1.3,9.2,4.2,1.2,6,365.8,181.2
"1","sp1",0,"Arisarum vulgare","Arvu",0,0,1,0,0,1,0,1.79175946922805,-2.30258509299405,-0.916290731874155,1.5,0,0,0,0.73,0.24,0.03,1.3,9.2,4.2,1.2,6,365.8,181.2
"1","sp1",0,"Arisarum vulgare","Arvu",0,0,1,0,0,1,0,1.79175946922805,-2.30258509299405,-0.916290731874155,1.5,0,0,0,0.73,0.24,0.03,1.3,9.2,4.2,1.2,6,365.8,181.2
"1","sp1",0,"Arisarum vulgare","Arvu",0,0,1,0,0,1,0,1.79175946922805,-2.30258509299405,-0.916290731874155,1.5,0,0,0,0.73,0.24,0.03,1.3,9.2,4.2,1.2,6,365.8,181.2
"1","sp1",0,"Arisarum vulgare","Arvu",0,0,1,0,0,1,0,1.79175946922805,-2.30258509299405,-0.916290731874155,1.5,0,0,0,0.73,0.24,0.03,1.3,9.2,4.2,1.2,6,365.8,181.2
"1","sp1",0,"Arisarum vulgare","Arvu",0,0,1,0,0,1,0,1.79175946922805,-2.30258509299405,-0.916290731874155,1.5,0,0,0,0.73,0.24,0.03,1.3,9.2,4.2,1.2,6,365.8,181.2
"1","sp1",0,"Arisarum vulgare","Arvu",0,0,1,0,0,1,0,1.79175946922805,-2.30258509299405,-0.916290731874155,1.5,0,0,0,0.73,0.24,0.03,1.3,9.2,4.2,1.2,6,365.8,181.2
"1","sp1",0,"Arisarum vulgare","Arvu",0,0,1,0,0,1,0,1.79175946922805,-2.30258509299405,-0.916290731874155,1.5,0,0,0,0.73,0.24,0.03,1.3,9.2,4.2,1.2,6,365.8,181.2
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",1,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",1,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"10","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.53,0.44,0.04,1.4,17,11.7,0.5,6,353.86,117.86
"11","sp7",0,"Drimia numidica","Drnu",0,0,1,0,0,1,0,1.38629436111989,0,0.587786664902119,8.5,0,0,0,0.76,0.2,0.04,2.2,16.4,4.6,1.2,4,341,98.167
"11","sp7",0,"Drimia numidica","Drnu",0,0,1,0,0,1,0,1.38629436111989,0,0.587786664902119,8.5,0,0,0,0.76,0.2,0.04,2.2,16.4,4.6,1.2,4,341,98.167
"11","sp7",0,"Drimia numidica","Drnu",0,0,1,0,0,1,0,1.38629436111989,0,0.587786664902119,8.5,0,0,0,0.76,0.2,0.04,2.2,16.4,4.6,1.2,4,341,98.167
"11","sp7",0,"Drimia numidica","Drnu",0,0,1,0,0,1,0,1.38629436111989,0,0.587786664902119,8.5,0,0,0,0.76,0.2,0.04,2.2,16.4,4.6,1.2,4,341,98.167
"11","sp7",0,"Drimia numidica","Drnu",0,0,1,0,0,1,0,1.38629436111989,0,0.587786664902119,8.5,0,0,0,0.76,0.2,0.04,2.2,16.4,4.6,1.2,4,341,98.167
"11","sp7",0,"Drimia numidica","Drnu",0,0,1,0,0,1,0,1.38629436111989,0,0.587786664902119,8.5,0,0,0,0.76,0.2,0.04,2.2,16.4,4.6,1.2,4,341,98.167
"11","sp7",0,"Drimia numidica","Drnu",0,0,1,0,0,1,0,1.38629436111989,0,0.587786664902119,8.5,0,0,0,0.76,0.2,0.04,2.2,16.4,4.6,1.2,4,341,98.167
"11","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.76,0.2,0.04,2.2,16.4,4.6,1.2,4,341,98.167
"11","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.76,0.2,0.04,2.2,16.4,4.6,1.2,4,341,98.167
"11","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.76,0.2,0.04,2.2,16.4,4.6,1.2,4,341,98.167
"11","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.76,0.2,0.04,2.2,16.4,4.6,1.2,4,341,98.167
"11","sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.76,0.2,0.04,2.2,16.4,4.6,1.2,4,341,98.167
